plik	1Dec	NBeatN1Dec	NSerieN1Dec	2Dec	3Dec	4Dec	5Dec	6Dec	7Dec	8Dec	9Dec	10Dec	11Dec	12Dec	13Dec	14Dec	15Dec	16Dec	17Dec	18Dec	19Dec	20Dec	21Dec	22Dec	23Dec	24Dec	25Dec	26Dec	27Dec	28Dec	29Dec	30Dec	1Acc	NBeatN1Acc	NSerieN1Acc	2Acc	3Acc	4Acc	5Acc	6Acc	7Acc	8Acc	9Acc	10Acc	11Acc	12Acc	13Acc	14Acc	15Acc	16Acc	17Acc	18Acc	19Acc	20Acc	21Acc	22Acc	23Acc	24Acc	25Acc	26Acc	27Acc	28Acc	29Acc	30Acc	1Theor	2Theor	3Theor	4Theor	5Theor	6Theor	7Theor	8Theor	9Theor	10Theor	11Theor	12Theor	13Theor	14Theor	15Theor	16Theor	17Theor	18Theor	19Theor	20Theor	21Theor	22Theor	23Theor	24Theor	25Theor	26Theor	27Theor	28Theor	29Theor	30Theor	Nall	Nsinus	NDec	NAcc	Non	entDec	entAcc	entDecS	entAccS	ent_theor	ent_theorS	longest_Dec	longest_Acc
RR.csv	61	906	346	173	134	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	904	343	179	127	27	5	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404.416667	177.866667	51.191667	11.160317	1.972073	0.293915	0.037939	0.004323	0.000441	0.000041	0.000003	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1941	1941	967	968	6	0.965636	1.039653	1.257994	1.311911	0.950750	0.935737	5	7
adamekRR.csv	22073	85722	35446	26145	6239	1704	732	370	136	68	25	12	9	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30604	69663	26938	19607	3687	1583	910	510	253	182	74	48	30	18	13	7	5	6	3	1	0	1	0	0	0	0	0	0	0	0	0	0	43477.958333	19130.225000	5507.173611	1200.810516	212.211979	31.630487	4.083206	0.465307	0.047489	0.004390	0.000371	0.000029	0.000002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	208694	208694	107795	100267	632	1.090515	1.146936	1.188983	1.153757	0.959927	0.941408	16	20
